Neptune
                 x:                  y:                  z:                  t: 
         10560.25216        -2831.800774        -185.0559896               0.279
         10560.25216        -2831.800771        -185.0559897                0.28
         10560.25216        -2831.800768        -185.0559898               0.281
         10560.25216        -2831.800765        -185.0559899               0.282
         10560.25216        -2831.800762          -185.05599               0.283
         10560.25216        -2831.800759        -185.0559901               0.284
         10560.25216        -2831.800756        -185.0559901               0.285
         10560.25216        -2831.800753        -185.0559902               0.286
         10560.25216         -2831.80075        -185.0559903               0.287
         10560.25216        -2831.800747        -185.0559904               0.288
         10560.25216        -2831.800744        -185.0559905               0.289
         10560.25217        -2831.800741        -185.0559905                0.29
         10560.25217        -2831.800738        -185.0559906               0.291
         10560.25217        -2831.800734        -185.0559907               0.292
         10560.25217        -2831.800731        -185.0559908               0.293
         10560.25217        -2831.800728        -185.0559909               0.294
         10560.25217        -2831.800725        -185.0559909               0.295
         10560.25217        -2831.800722         -185.055991               0.296
         10560.25217        -2831.800719        -185.0559911               0.297
         10560.25217        -2831.800716        -185.0559912               0.298
         10560.25217        -2831.800713        -185.0559913               0.299
         10560.25217         -2831.80071        -185.0559914                 0.3
         10560.25217        -2831.800707        -185.0559914               0.301
         10560.25217        -2831.800704        -185.0559915               0.302
         10560.25218        -2831.800701        -185.0559916               0.303
         10560.25218        -2831.800698        -185.0559917               0.304
         10560.25218        -2831.800695        -185.0559918               0.305
         10560.25218        -2831.800692        -185.0559918               0.306
         10560.25218        -2831.800689        -185.0559919               0.307
         10560.25218        -2831.800686         -185.055992               0.308
         10560.25218        -2831.800683        -185.0559921               0.309
         10560.25218         -2831.80068        -185.0559922                0.31
         10560.25218        -2831.800676        -185.0559922               0.311
         10560.25218        -2831.800673        -185.0559923               0.312
         10560.25218         -2831.80067        -185.0559924               0.313
         10560.25218        -2831.800667        -185.0559925               0.314
         10560.25219        -2831.800664        -185.0559926               0.315
         10560.25219        -2831.800661        -185.0559927               0.316
         10560.25219        -2831.800658        -185.0559927               0.317
         10560.25219        -2831.800655        -185.0559928               0.318
         10560.25219        -2831.800652        -185.0559929               0.319
         10560.25219        -2831.800649         -185.055993                0.32
         10560.25219        -2831.800646        -185.0559931               0.321
         10560.25219        -2831.800643        -185.0559931               0.322
         10560.25219         -2831.80064        -185.0559932               0.323
         10560.25219        -2831.800637        -185.0559933               0.324
         10560.25219        -2831.800634        -185.0559934               0.325
         10560.25219        -2831.800631        -185.0559935               0.326
         10560.25219        -2831.800628        -185.0559936               0.327
          10560.2522        -2831.800625        -185.0559936               0.328
          10560.2522        -2831.800622        -185.0559937               0.329
          10560.2522        -2831.800619        -185.0559938                0.33
          10560.2522        -2831.800615        -185.0559939               0.331
          10560.2522        -2831.800612         -185.055994               0.332
          10560.2522        -2831.800609         -185.055994               0.333
          10560.2522        -2831.800606        -185.0559941               0.334
          10560.2522        -2831.800603        -185.0559942               0.335
          10560.2522          -2831.8006        -185.0559943               0.336
          10560.2522        -2831.800597        -185.0559944               0.337
          10560.2522        -2831.800594        -185.0559944               0.338
          10560.2522        -2831.800591        -185.0559945               0.339
         10560.25221        -2831.800588        -185.0559946                0.34
         10560.25221        -2831.800585        -185.0559947               0.341
         10560.25221        -2831.800582        -185.0559948               0.342
         10560.25221        -2831.800579        -185.0559949               0.343
